,State_Name,District_Name,Crop,Area,Production
418,Andhra Pradesh,KURNOOL,Coconut ,738,4023006
419,Andhra Pradesh,KURNOOL,Coriander,140889,58405
420,Andhra Pradesh,KURNOOL,Cotton(lint),1667351,2869178
421,Andhra Pradesh,KURNOOL,Cowpea(Lobia),133,117
422,Andhra Pradesh,KURNOOL,Cucumber,540,0
423,Andhra Pradesh,KURNOOL,Dry chillies,237406,536710
424,Andhra Pradesh,KURNOOL,Dry ginger,37,106
425,Andhra Pradesh,KURNOOL,Gram,2768984,3293748
426,Andhra Pradesh,KURNOOL,Grapes,15,293
427,Andhra Pradesh,KURNOOL,Groundnut,3569719,3232559
428,Andhra Pradesh,KURNOOL,Horse-gram,22050,10778
429,Andhra Pradesh,KURNOOL,Jowar,1575405,2624696
430,Andhra Pradesh,KURNOOL,Korra,124952,88177
431,Andhra Pradesh,KURNOOL,Lemon,232,1872
432,Andhra Pradesh,KURNOOL,Linseed,27,6
433,Andhra Pradesh,KURNOOL,Maize,291223,1479616
434,Andhra Pradesh,KURNOOL,Mango,17272,156669
435,Andhra Pradesh,KURNOOL,Masoor,28376,7577
436,Andhra Pradesh,KURNOOL,Mesta,1897,15583
437,Andhra Pradesh,KURNOOL,Moong(Green Gram),92152,46494
438,Andhra Pradesh,KURNOOL,Niger seed,12,4
439,Andhra Pradesh,KURNOOL,Onion,246981,4533964
440,Andhra Pradesh,KURNOOL,Orange,1679,21488
441,Andhra Pradesh,KURNOOL,Other  Rabi pulses,237,81
442,Andhra Pradesh,KURNOOL,Other Fresh Fruits,1130,2228
443,Andhra Pradesh,KURNOOL,Other Kharif pulses,1351,561
444,Andhra Pradesh,KURNOOL,Other Vegetables,3873,0
445,Andhra Pradesh,KURNOOL,Papaya,727,73822
446,Andhra Pradesh,KURNOOL,Pome Fruit,287,15633
447,Andhra Pradesh,KURNOOL,Pome Granet,166,2005
448,Andhra Pradesh,KURNOOL,Potato,261,2898
449,Andhra Pradesh,KURNOOL,Ragi,303,372
450,Andhra Pradesh,KURNOOL,Rapeseed &Mustard,41338,39048
451,Andhra Pradesh,KURNOOL,Rice,1863159,6080254
452,Andhra Pradesh,KURNOOL,Safflower,17613,6640
453,Andhra Pradesh,KURNOOL,Samai,39,20
454,Andhra Pradesh,KURNOOL,Sannhamp,18,357
455,Andhra Pradesh,KURNOOL,Sapota,956,10059
456,Andhra Pradesh,KURNOOL,Sesamum,11662,5561
457,Andhra Pradesh,KURNOOL,Small millets,191172,151280
458,Andhra Pradesh,KURNOOL,Soyabean,2350,2238
459,Andhra Pradesh,KURNOOL,Sugarcane,15659,1431768
460,Andhra Pradesh,KURNOOL,Sunflower,2207768,1498398
461,Andhra Pradesh,KURNOOL,Sweet potato,221,1780
462,Andhra Pradesh,KURNOOL,Tobacco,204623,268439
463,Andhra Pradesh,KURNOOL,Tomato,51904,591827
464,Andhra Pradesh,KURNOOL,Turmeric,22376,256299
465,Andhra Pradesh,KURNOOL,Urad,129756,91239
466,Andhra Pradesh,KURNOOL,Wheat,10601,6937
467,Andhra Pradesh,KURNOOL,other misc. pulses,87,19
468,Andhra Pradesh,KURNOOL,other oilseeds,27568,13365
469,Andhra Pradesh,PRAKASAM,Arhar/Tur,1049468,528344
470,Andhra Pradesh,PRAKASAM,Bajra,298436,468360
471,Andhra Pradesh,PRAKASAM,Banana,4063,83445
472,Andhra Pradesh,PRAKASAM,Beans & Mutter(Vegetable),546,3031
473,Andhra Pradesh,PRAKASAM,Bhindi,841,6239
474,Andhra Pradesh,PRAKASAM,Bottle Gourd,53,0
475,Andhra Pradesh,PRAKASAM,Brinjal,2495,28531
476,Andhra Pradesh,PRAKASAM,Cabbage,209,3753
477,Andhra Pradesh,PRAKASAM,Cashewnut,13175,3579
478,Andhra Pradesh,PRAKASAM,Castor seed,207065,84421
479,Andhra Pradesh,PRAKASAM,Citrus Fruit,2531,12502
480,Andhra Pradesh,PRAKASAM,Coconut ,1524,17842875
481,Andhra Pradesh,PRAKASAM,Coriander,27649,20226
482,Andhra Pradesh,PRAKASAM,Cotton(lint),803565,1814610
483,Andhra Pradesh,PRAKASAM,Cowpea(Lobia),24093,25749
484,Andhra Pradesh,PRAKASAM,Cucumber,775,0
485,Andhra Pradesh,PRAKASAM,Dry chillies,367211,1072393
486,Andhra Pradesh,PRAKASAM,Dry ginger,8,62
487,Andhra Pradesh,PRAKASAM,Gram,1228892,2096379
488,Andhra Pradesh,PRAKASAM,Groundnut,173598,295238
489,Andhra Pradesh,PRAKASAM,Horse-gram,15071,6105
490,Andhra Pradesh,PRAKASAM,Jowar,144423,212626
491,Andhra Pradesh,PRAKASAM,Korra,6259,5534
492,Andhra Pradesh,PRAKASAM,Lemon,4853,34602
493,Andhra Pradesh,PRAKASAM,Maize,186762,1028203
494,Andhra Pradesh,PRAKASAM,Mango,29803,180806
495,Andhra Pradesh,PRAKASAM,Masoor,56848,15634
496,Andhra Pradesh,PRAKASAM,Mesta,24,210
497,Andhra Pradesh,PRAKASAM,Moong(Green Gram),279673,117530
498,Andhra Pradesh,PRAKASAM,Niger seed,1026,396
499,Andhra Pradesh,PRAKASAM,Onion,4348,75924
500,Andhra Pradesh,PRAKASAM,Orange,24189,392148
501,Andhra Pradesh,PRAKASAM,Other  Rabi pulses,1364,636
502,Andhra Pradesh,PRAKASAM,Other Fresh Fruits,5841,23614
503,Andhra Pradesh,PRAKASAM,Other Kharif pulses,22,11
504,Andhra Pradesh,PRAKASAM,Other Vegetables,2106,0
505,Andhra Pradesh,PRAKASAM,Papaya,3746,447611
506,Andhra Pradesh,PRAKASAM,Pome Fruit,2153,5251
507,Andhra Pradesh,PRAKASAM,Pome Granet,4,41
508,Andhra Pradesh,PRAKASAM,Ragi,49998,85618
509,Andhra Pradesh,PRAKASAM,Rapeseed &Mustard,252,1476
510,Andhra Pradesh,PRAKASAM,Rice,2241514,7523339
511,Andhra Pradesh,PRAKASAM,Safflower,46,25
512,Andhra Pradesh,PRAKASAM,Samai,553,389
513,Andhra Pradesh,PRAKASAM,Sannhamp,1841,357
514,Andhra Pradesh,PRAKASAM,Sapota,7496,70756
515,Andhra Pradesh,PRAKASAM,Sesamum,301547,66905
516,Andhra Pradesh,PRAKASAM,Small millets,21704,19719
517,Andhra Pradesh,PRAKASAM,Soyabean,331,568
518,Andhra Pradesh,PRAKASAM,Sugarcane,6007,455209
519,Andhra Pradesh,PRAKASAM,Sunflower,381180,415295
520,Andhra Pradesh,PRAKASAM,Sweet potato,3467,49218
521,Andhra Pradesh,PRAKASAM,Tobacco,1193708,1673234
522,Andhra Pradesh,PRAKASAM,Tomato,14468,137424
523,Andhra Pradesh,PRAKASAM,Turmeric,5892,38729
524,Andhra Pradesh,PRAKASAM,Urad,395368,223713
525,Andhra Pradesh,PRAKASAM,Varagu,8658,5850
526,Andhra Pradesh,PRAKASAM,Wheat,88,77
527,Andhra Pradesh,PRAKASAM,other oilseeds,7676,5224
528,Andhra Pradesh,SPSR NELLORE,Arhar/Tur,24629,14558
529,Andhra Pradesh,SPSR NELLORE,Bajra,23169,48466
530,Andhra Pradesh,SPSR NELLORE,Banana,8974,182514
531,Andhra Pradesh,SPSR NELLORE,Beans & Mutter(Vegetable),164,985
532,Andhra Pradesh,SPSR NELLORE,Bhindi,376,2522
533,Andhra Pradesh,SPSR NELLORE,Bottle Gourd,14,0
534,Andhra Pradesh,SPSR NELLORE,Brinjal,2594,28931
535,Andhra Pradesh,SPSR NELLORE,Cashewnut,8351,2114
536,Andhra Pradesh,SPSR NELLORE,Castor seed,634,928
537,Andhra Pradesh,SPSR NELLORE,Citrus Fruit,47480,247939
538,Andhra Pradesh,SPSR NELLORE,Coconut ,7794,100186282
539,Andhra Pradesh,SPSR NELLORE,Coriander,367,265
540,Andhra Pradesh,SPSR NELLORE,Cotton(lint),130088,320211
541,Andhra Pradesh,SPSR NELLORE,Cowpea(Lobia),433,396
542,Andhra Pradesh,SPSR NELLORE,Cucumber,149,0
543,Andhra Pradesh,SPSR NELLORE,Dry chillies,41999,127097
544,Andhra Pradesh,SPSR NELLORE,Gram,100013,137370
545,Andhra Pradesh,SPSR NELLORE,Groundnut,232869,568068
546,Andhra Pradesh,SPSR NELLORE,Horse-gram,5339,2130
547,Andhra Pradesh,SPSR NELLORE,Jowar,10401,28134
548,Andhra Pradesh,SPSR NELLORE,Lemon,41660,227445
549,Andhra Pradesh,SPSR NELLORE,Maize,8793,58801
550,Andhra Pradesh,SPSR NELLORE,Mango,46975,322026
551,Andhra Pradesh,SPSR NELLORE,Masoor,1043,448
552,Andhra Pradesh,SPSR NELLORE,Mesta,6,53
553,Andhra Pradesh,SPSR NELLORE,Moong(Green Gram),92174,47135
554,Andhra Pradesh,SPSR NELLORE,Onion,1353,22695
555,Andhra Pradesh,SPSR NELLORE,Orange,3547,58153
556,Andhra Pradesh,SPSR NELLORE,Other  Rabi pulses,4477,2485
557,Andhra Pradesh,SPSR NELLORE,Other Fresh Fruits,3099,3641
558,Andhra Pradesh,SPSR NELLORE,Other Kharif pulses,127,54
559,Andhra Pradesh,SPSR NELLORE,Other Vegetables,968,0
560,Andhra Pradesh,SPSR NELLORE,Papaya,385,31629
561,Andhra Pradesh,SPSR NELLORE,Peas  (vegetable),2,0
562,Andhra Pradesh,SPSR NELLORE,Pome Fruit,813,6617
563,Andhra Pradesh,SPSR NELLORE,Pome Granet,25,302
564,Andhra Pradesh,SPSR NELLORE,Potato,9,129
565,Andhra Pradesh,SPSR NELLORE,Ragi,6330,9494
566,Andhra Pradesh,SPSR NELLORE,Rapeseed &Mustard,4,2
567,Andhra Pradesh,SPSR NELLORE,Rice,4306522,15252100
568,Andhra Pradesh,SPSR NELLORE,Safflower,1404,421
569,Andhra Pradesh,SPSR NELLORE,Sapota,1264,13168
570,Andhra Pradesh,SPSR NELLORE,Sesamum,100333,20172
571,Andhra Pradesh,SPSR NELLORE,Soyabean,16,28
572,Andhra Pradesh,SPSR NELLORE,Sugarcane,133085,12767500
573,Andhra Pradesh,SPSR NELLORE,Sunflower,151466,101273
574,Andhra Pradesh,SPSR NELLORE,Sweet potato,1881,20538
575,Andhra Pradesh,SPSR NELLORE,Tapioca,71,635
576,Andhra Pradesh,SPSR NELLORE,Tobacco,192352,233813
577,Andhra Pradesh,SPSR NELLORE,Tomato,380,4006
578,Andhra Pradesh,SPSR NELLORE,Turmeric,2088,13237
579,Andhra Pradesh,SPSR NELLORE,Urad,448418,260583
580,Andhra Pradesh,SPSR NELLORE,other oilseeds,4109,47365
581,Andhra Pradesh,SRIKAKULAM,Arhar/Tur,23609,12791
582,Andhra Pradesh,SRIKAKULAM,Bajra,48719,69277
583,Andhra Pradesh,SRIKAKULAM,Banana,17023,325717
584,Andhra Pradesh,SRIKAKULAM,Beans & Mutter(Vegetable),485,2890
585,Andhra Pradesh,SRIKAKULAM,Bhindi,567,3812
586,Andhra Pradesh,SRIKAKULAM,Bottle Gourd,98,0
587,Andhra Pradesh,SRIKAKULAM,Brinjal,4259,59450
588,Andhra Pradesh,SRIKAKULAM,Cabbage,1613,12123
589,Andhra Pradesh,SRIKAKULAM,Cashewnut,320121,120757
590,Andhra Pradesh,SRIKAKULAM,Coconut ,182247,2120552756
591,Andhra Pradesh,SRIKAKULAM,Coriander,11,11
592,Andhra Pradesh,SRIKAKULAM,Cotton(lint),61191,181948
593,Andhra Pradesh,SRIKAKULAM,Dry chillies,51026,167658
594,Andhra Pradesh,SRIKAKULAM,Dry ginger,1531,5323
595,Andhra Pradesh,SRIKAKULAM,Garlic,1,2
596,Andhra Pradesh,SRIKAKULAM,Ginger,76,709
597,Andhra Pradesh,SRIKAKULAM,Gram,78,125
598,Andhra Pradesh,SRIKAKULAM,Groundnut,558194,588162
599,Andhra Pradesh,SRIKAKULAM,Horse-gram,204540,98931
600,Andhra Pradesh,SRIKAKULAM,Jowar,5262,5095
601,Andhra Pradesh,SRIKAKULAM,Korra,498,473
602,Andhra Pradesh,SRIKAKULAM,Lemon,40,286
603,Andhra Pradesh,SRIKAKULAM,Maize,77958,423703
604,Andhra Pradesh,SRIKAKULAM,Mango,42022,279340
605,Andhra Pradesh,SRIKAKULAM,Masoor,1820,781
606,Andhra Pradesh,SRIKAKULAM,Mesta,198753,1399474
607,Andhra Pradesh,SRIKAKULAM,Moong(Green Gram),534437,240698
608,Andhra Pradesh,SRIKAKULAM,Onion,19856,329861
609,Andhra Pradesh,SRIKAKULAM,Other  Rabi pulses,10,1
610,Andhra Pradesh,SRIKAKULAM,Other Fresh Fruits,609,106
611,Andhra Pradesh,SRIKAKULAM,Other Kharif pulses,336,488
612,Andhra Pradesh,SRIKAKULAM,Other Vegetables,1541,0
613,Andhra Pradesh,SRIKAKULAM,Papaya,141,13322
614,Andhra Pradesh,SRIKAKULAM,Pome Fruit,88,716
615,Andhra Pradesh,SRIKAKULAM,Potato,25,285
616,Andhra Pradesh,SRIKAKULAM,Ragi,52962,66532
617,Andhra Pradesh,SRIKAKULAM,Rice,3699007,7496121
618,Andhra Pradesh,SRIKAKULAM,Safflower,2,357
619,Andhra Pradesh,SRIKAKULAM,Samai,497,335
620,Andhra Pradesh,SRIKAKULAM,Sapota,89,938
621,Andhra Pradesh,SRIKAKULAM,Sesamum,119900,18777
622,Andhra Pradesh,SRIKAKULAM,Small millets,4261,2756
623,Andhra Pradesh,SRIKAKULAM,Sugarcane,118845,8666943
624,Andhra Pradesh,SRIKAKULAM,Sunflower,29819,32503
625,Andhra Pradesh,SRIKAKULAM,Sweet potato,581,6613
626,Andhra Pradesh,SRIKAKULAM,Tapioca,2106,14736
627,Andhra Pradesh,SRIKAKULAM,Tobacco,693,1817
628,Andhra Pradesh,SRIKAKULAM,Tomato,2536,31135
629,Andhra Pradesh,SRIKAKULAM,Turmeric,3324,20807
630,Andhra Pradesh,SRIKAKULAM,Urad,713336,340144
631,Andhra Pradesh,SRIKAKULAM,Wheat,5,3
632,Andhra Pradesh,SRIKAKULAM,other misc. pulses,82,51
633,Andhra Pradesh,SRIKAKULAM,other oilseeds,1202,24724
634,Andhra Pradesh,VISAKHAPATANAM,Arhar/Tur,63097,22873
635,Andhra Pradesh,VISAKHAPATANAM,Bajra,193799,177837
636,Andhra Pradesh,VISAKHAPATANAM,Banana,19047,292892
637,Andhra Pradesh,VISAKHAPATANAM,Beans & Mutter(Vegetable),3539,21297
638,Andhra Pradesh,VISAKHAPATANAM,Bhindi,1291,5916
639,Andhra Pradesh,VISAKHAPATANAM,Bottle Gourd,68,0
640,Andhra Pradesh,VISAKHAPATANAM,Brinjal,7749,64303
641,Andhra Pradesh,VISAKHAPATANAM,Cabbage,916,12161
642,Andhra Pradesh,VISAKHAPATANAM,Cashewnut,472938,125568
643,Andhra Pradesh,VISAKHAPATANAM,Castor seed,50,19
644,Andhra Pradesh,VISAKHAPATANAM,Citrus Fruit,61,301
645,Andhra Pradesh,VISAKHAPATANAM,Coconut ,91057,966257946
646,Andhra Pradesh,VISAKHAPATANAM,Coriander,30,29
647,Andhra Pradesh,VISAKHAPATANAM,Cotton(lint),26103,71941
648,Andhra Pradesh,VISAKHAPATANAM,Cowpea(Lobia),3520,1869
649,Andhra Pradesh,VISAKHAPATANAM,Cucumber,35,0
650,Andhra Pradesh,VISAKHAPATANAM,Dry chillies,53929,119896
651,Andhra Pradesh,VISAKHAPATANAM,Dry ginger,10412,25626
652,Andhra Pradesh,VISAKHAPATANAM,Ginger,601,1613
653,Andhra Pradesh,VISAKHAPATANAM,Gram,1537,2432
654,Andhra Pradesh,VISAKHAPATANAM,Groundnut,170355,203412
655,Andhra Pradesh,VISAKHAPATANAM,Horse-gram,77236,45337
656,Andhra Pradesh,VISAKHAPATANAM,Jowar,21833,23213
657,Andhra Pradesh,VISAKHAPATANAM,Korra,1357,1313
658,Andhra Pradesh,VISAKHAPATANAM,Lemon,17,124
659,Andhra Pradesh,VISAKHAPATANAM,Maize,135686,334587
660,Andhra Pradesh,VISAKHAPATANAM,Mango,71392,444833
661,Andhra Pradesh,VISAKHAPATANAM,Masoor,6237,2364
662,Andhra Pradesh,VISAKHAPATANAM,Mesta,1967,15650
663,Andhra Pradesh,VISAKHAPATANAM,Moong(Green Gram),86698,38346
664,Andhra Pradesh,VISAKHAPATANAM,Niger seed,183589,73192
665,Andhra Pradesh,VISAKHAPATANAM,Onion,3587,59399
666,Andhra Pradesh,VISAKHAPATANAM,Orange,122,2014
667,Andhra Pradesh,VISAKHAPATANAM,Other  Rabi pulses,35515,32117
668,Andhra Pradesh,VISAKHAPATANAM,Other Fresh Fruits,286,277
669,Andhra Pradesh,VISAKHAPATANAM,Other Kharif pulses,34481,29169
670,Andhra Pradesh,VISAKHAPATANAM,Other Vegetables,3432,0
671,Andhra Pradesh,VISAKHAPATANAM,Papaya,284,27107
672,Andhra Pradesh,VISAKHAPATANAM,Pome Fruit,348,2809
673,Andhra Pradesh,VISAKHAPATANAM,Potato,1528,14654
674,Andhra Pradesh,VISAKHAPATANAM,Ragi,524802,506266
675,Andhra Pradesh,VISAKHAPATANAM,Rapeseed &Mustard,226,17
676,Andhra Pradesh,VISAKHAPATANAM,Rice,1885936,2930888
677,Andhra Pradesh,VISAKHAPATANAM,Safflower,2,1
678,Andhra Pradesh,VISAKHAPATANAM,Samai,109050,51728
679,Andhra Pradesh,VISAKHAPATANAM,Sapota,176,1772
680,Andhra Pradesh,VISAKHAPATANAM,Sesamum,169140,35823
681,Andhra Pradesh,VISAKHAPATANAM,Small millets,266789,129896
682,Andhra Pradesh,VISAKHAPATANAM,Sugarcane,721816,37783244
683,Andhra Pradesh,VISAKHAPATANAM,Sunflower,3953,5030
684,Andhra Pradesh,VISAKHAPATANAM,Sweet potato,2471,13574
685,Andhra Pradesh,VISAKHAPATANAM,Tapioca,3983,23843
686,Andhra Pradesh,VISAKHAPATANAM,Tobacco,22067,44525
687,Andhra Pradesh,VISAKHAPATANAM,Tomato,7205,84661
688,Andhra Pradesh,VISAKHAPATANAM,Turmeric,26736,73307
689,Andhra Pradesh,VISAKHAPATANAM,Urad,103596,59187
690,Andhra Pradesh,VISAKHAPATANAM,Varagu,1,1
691,Andhra Pradesh,VISAKHAPATANAM,other misc. pulses,1006,628
692,Andhra Pradesh,VISAKHAPATANAM,other oilseeds,12605,113763
693,Andhra Pradesh,VIZIANAGARAM,Arecanut,48,400
694,Andhra Pradesh,VIZIANAGARAM,Arhar/Tur,28530,16332
695,Andhra Pradesh,VIZIANAGARAM,Bajra,33445,34678
696,Andhra Pradesh,VIZIANAGARAM,Banana,75343,1367275
697,Andhra Pradesh,VIZIANAGARAM,Beans & Mutter(Vegetable),875,5232
698,Andhra Pradesh,VIZIANAGARAM,Bhindi,1060,7141
699,Andhra Pradesh,VIZIANAGARAM,Bottle Gourd,175,0
700,Andhra Pradesh,VIZIANAGARAM,Brinjal,5132,58624
701,Andhra Pradesh,VIZIANAGARAM,Cabbage,794,9957
702,Andhra Pradesh,VIZIANAGARAM,Cashewnut,197482,52157
703,Andhra Pradesh,VIZIANAGARAM,Castor seed,55,26
704,Andhra Pradesh,VIZIANAGARAM,Citrus Fruit,4,23
705,Andhra Pradesh,VIZIANAGARAM,Coconut ,38114,442957663
706,Andhra Pradesh,VIZIANAGARAM,Cotton(lint),228501,358478
707,Andhra Pradesh,VIZIANAGARAM,Cucumber,36,0
708,Andhra Pradesh,VIZIANAGARAM,Dry chillies,38030,66989
709,Andhra Pradesh,VIZIANAGARAM,Dry ginger,178,678
710,Andhra Pradesh,VIZIANAGARAM,Ginger,28,261
711,Andhra Pradesh,VIZIANAGARAM,Gram,3197,5568
712,Andhra Pradesh,VIZIANAGARAM,Groundnut,725126,704010
713,Andhra Pradesh,VIZIANAGARAM,Horse-gram,356809,123315
714,Andhra Pradesh,VIZIANAGARAM,Jowar,8466,10103
715,Andhra Pradesh,VIZIANAGARAM,Korra,4646,4182
716,Andhra Pradesh,VIZIANAGARAM,Lemon,87,622
717,Andhra Pradesh,VIZIANAGARAM,Linseed,473,182
718,Andhra Pradesh,VIZIANAGARAM,Maize,225734,951637
719,Andhra Pradesh,VIZIANAGARAM,Mango,183373,491951
720,Andhra Pradesh,VIZIANAGARAM,Masoor,1488,638
721,Andhra Pradesh,VIZIANAGARAM,Mesta,611269,5221700
722,Andhra Pradesh,VIZIANAGARAM,Moong(Green Gram),318691,113487
723,Andhra Pradesh,VIZIANAGARAM,Niger seed,4374,2317
724,Andhra Pradesh,VIZIANAGARAM,Onion,7007,115663
725,Andhra Pradesh,VIZIANAGARAM,Orange,90,1498
726,Andhra Pradesh,VIZIANAGARAM,Other  Rabi pulses,25,11
727,Andhra Pradesh,VIZIANAGARAM,Other Fresh Fruits,248,989
728,Andhra Pradesh,VIZIANAGARAM,Other Kharif pulses,19,357
729,Andhra Pradesh,VIZIANAGARAM,Other Vegetables,1353,0
730,Andhra Pradesh,VIZIANAGARAM,Papaya,1281,131333
731,Andhra Pradesh,VIZIANAGARAM,Pome Fruit,588,4765
732,Andhra Pradesh,VIZIANAGARAM,Pome Granet,15,191
733,Andhra Pradesh,VIZIANAGARAM,Potato,29,497
734,Andhra Pradesh,VIZIANAGARAM,Ragi,116012,142855
735,Andhra Pradesh,VIZIANAGARAM,Rapeseed &Mustard,7,369
736,Andhra Pradesh,VIZIANAGARAM,Rice,2312002,5072821
737,Andhra Pradesh,VIZIANAGARAM,Samai,12284,6839
738,Andhra Pradesh,VIZIANAGARAM,Sannhamp,106,357
739,Andhra Pradesh,VIZIANAGARAM,Sapota,387,3990
740,Andhra Pradesh,VIZIANAGARAM,Sesamum,369608,64990
741,Andhra Pradesh,VIZIANAGARAM,Small millets,40707,24855
742,Andhra Pradesh,VIZIANAGARAM,Sugarcane,263685,15511780
743,Andhra Pradesh,VIZIANAGARAM,Sunflower,472,501
744,Andhra Pradesh,VIZIANAGARAM,Sweet potato,599,6788
745,Andhra Pradesh,VIZIANAGARAM,Tapioca,1160,8901
746,Andhra Pradesh,VIZIANAGARAM,Tobacco,24950,52845
747,Andhra Pradesh,VIZIANAGARAM,Tomato,3761,46442
748,Andhra Pradesh,VIZIANAGARAM,Turmeric,1597,10304
749,Andhra Pradesh,VIZIANAGARAM,Urad,251308,123965
750,Andhra Pradesh,VIZIANAGARAM,other oilseeds,16545,272170
751,Andhra Pradesh,WEST GODAVARI,Arecanut,65,46
752,Andhra Pradesh,WEST GODAVARI,Arhar/Tur,6980,4076
753,Andhra Pradesh,WEST GODAVARI,Bajra,180,221
754,Andhra Pradesh,WEST GODAVARI,Banana,92155,1869439
755,Andhra Pradesh,WEST GODAVARI,Beans & Mutter(Vegetable),675,3827
756,Andhra Pradesh,WEST GODAVARI,Bhindi,1413,3178
757,Andhra Pradesh,WEST GODAVARI,Bottle Gourd,76,0
758,Andhra Pradesh,WEST GODAVARI,Brinjal,5919,73957
759,Andhra Pradesh,WEST GODAVARI,Cabbage,92,485
760,Andhra Pradesh,WEST GODAVARI,Cashewnut,466373,116492
761,Andhra Pradesh,WEST GODAVARI,Castor seed,290,88
762,Andhra Pradesh,WEST GODAVARI,Citrus Fruit,5712,9376
763,Andhra Pradesh,WEST GODAVARI,Coconut ,281888,4201576984
764,Andhra Pradesh,WEST GODAVARI,Coriander,54,38
765,Andhra Pradesh,WEST GODAVARI,Cotton(lint),83918,211110
766,Andhra Pradesh,WEST GODAVARI,Cowpea(Lobia),1511,1153
767,Andhra Pradesh,WEST GODAVARI,Cucumber,440,0
768,Andhra Pradesh,WEST GODAVARI,Dry chillies,58300,104811
769,Andhra Pradesh,WEST GODAVARI,Dry ginger,23,155
770,Andhra Pradesh,WEST GODAVARI,Ginger,2,19
771,Andhra Pradesh,WEST GODAVARI,Gram,339,534
772,Andhra Pradesh,WEST GODAVARI,Groundnut,88070,186856
773,Andhra Pradesh,WEST GODAVARI,Horse-gram,7325,2973
774,Andhra Pradesh,WEST GODAVARI,Jowar,9884,13610
775,Andhra Pradesh,WEST GODAVARI,Lemon,11053,86852
776,Andhra Pradesh,WEST GODAVARI,Maize,578706,3740432
777,Andhra Pradesh,WEST GODAVARI,Mango,61831,428979
778,Andhra Pradesh,WEST GODAVARI,Masoor,439,188
779,Andhra Pradesh,WEST GODAVARI,Moong(Green Gram),87072,48580
780,Andhra Pradesh,WEST GODAVARI,Onion,1,16
781,Andhra Pradesh,WEST GODAVARI,Orange,404,6645
782,Andhra Pradesh,WEST GODAVARI,Other  Rabi pulses,4476,1962
783,Andhra Pradesh,WEST GODAVARI,Other Fresh Fruits,1262,5545
784,Andhra Pradesh,WEST GODAVARI,Other Kharif pulses,469,195
785,Andhra Pradesh,WEST GODAVARI,Other Vegetables,4591,0
786,Andhra Pradesh,WEST GODAVARI,Papaya,901,87534
787,Andhra Pradesh,WEST GODAVARI,Pome Fruit,1184,14374
788,Andhra Pradesh,WEST GODAVARI,Ragi,216,191
789,Andhra Pradesh,WEST GODAVARI,Rapeseed &Mustard,104,97
790,Andhra Pradesh,WEST GODAVARI,Rice,7992358,27845309
791,Andhra Pradesh,WEST GODAVARI,Safflower,396,112
792,Andhra Pradesh,WEST GODAVARI,Samai,96,43
793,Andhra Pradesh,WEST GODAVARI,Sapota,1761,18058
794,Andhra Pradesh,WEST GODAVARI,Sesamum,18297,4577
795,Andhra Pradesh,WEST GODAVARI,Small millets,106,48
796,Andhra Pradesh,WEST GODAVARI,Soyabean,5,357
797,Andhra Pradesh,WEST GODAVARI,Sugarcane,535595,48076585
798,Andhra Pradesh,WEST GODAVARI,Sunflower,27774,28704
799,Andhra Pradesh,WEST GODAVARI,Sweet potato,155,1770
800,Andhra Pradesh,WEST GODAVARI,Tapioca,432,5471
801,Andhra Pradesh,WEST GODAVARI,Tobacco,421377,750928
802,Andhra Pradesh,WEST GODAVARI,Tomato,1807,23259
803,Andhra Pradesh,WEST GODAVARI,Turmeric,4521,28318
804,Andhra Pradesh,WEST GODAVARI,Urad,230091,111037
805,Andhra Pradesh,WEST GODAVARI,other misc. pulses,293,39
806,Andhra Pradesh,WEST GODAVARI,other oilseeds,108498,2232846
807,Arunachal Pradesh,ANJAW,Dry chillies,232,754
808,Arunachal Pradesh,ANJAW,Dry ginger,1347,11220
809,Arunachal Pradesh,ANJAW,Maize,34888,41361
810,Arunachal Pradesh,ANJAW,Oilseeds total,5024,4616
811,Arunachal Pradesh,ANJAW,Potato,1117,9356
812,Arunachal Pradesh,ANJAW,Rice,40854,31952.33
813,Arunachal Pradesh,ANJAW,Small millets,10885,9747
814,Arunachal Pradesh,ANJAW,Sugarcane,38,232
815,Arunachal Pradesh,ANJAW,Turmeric,195,1165
816,Arunachal Pradesh,ANJAW,Wheat,227,403
817,Arunachal Pradesh,CHANGLANG,Dry chillies,9517,16138
818,Arunachal Pradesh,CHANGLANG,Dry ginger,7152,46224
819,Arunachal Pradesh,CHANGLANG,Groundnut,405,403
820,Arunachal Pradesh,CHANGLANG,Maize,19029,27919
821,Arunachal Pradesh,CHANGLANG,Oilseeds total,78678,81207
822,Arunachal Pradesh,CHANGLANG,Potato,2501,13876
823,Arunachal Pradesh,CHANGLANG,Pulses total,2390,1876
824,Arunachal Pradesh,CHANGLANG,Rapeseed &Mustard,8420,6500
825,Arunachal Pradesh,CHANGLANG,Rice,201256,334293.33
826,Arunachal Pradesh,CHANGLANG,Sesamum,854,557
827,Arunachal Pradesh,CHANGLANG,Small millets,32946,26337
828,Arunachal Pradesh,CHANGLANG,Soyabean,893,1042
829,Arunachal Pradesh,CHANGLANG,Sugarcane,5994,71607
830,Arunachal Pradesh,CHANGLANG,Sunflower,106,44
831,Arunachal Pradesh,CHANGLANG,Turmeric,1334,7017
832,Arunachal Pradesh,CHANGLANG,Wheat,4397,7623
833,Arunachal Pradesh,DIBANG VALLEY,Dry chillies,773,1439
