,State_Name,District_Name,Crop,Area,Production
7131,Karnataka,BENGALURU URBAN,Sugarcane,1912,178642
7132,Karnataka,BENGALURU URBAN,Sunflower,216,141
7133,Karnataka,BENGALURU URBAN,Sweet potato,42,266
7134,Karnataka,BENGALURU URBAN,Tapioca,1,9
7135,Karnataka,BENGALURU URBAN,Tomato,1408,15997
7136,Karnataka,BENGALURU URBAN,Turmeric,67,266
7137,Karnataka,BENGALURU URBAN,Urad,640,196
7138,Karnataka,BIDAR,Arhar/Tur,1188129,792058
7139,Karnataka,BIDAR,Bajra,150385,116486
7140,Karnataka,BIDAR,Banana,2529,52501
7141,Karnataka,BIDAR,Beans & Mutter(Vegetable),213,1415
7142,Karnataka,BIDAR,Black pepper,5,14
7143,Karnataka,BIDAR,Brinjal,404,2943
7144,Karnataka,BIDAR,Cashewnut,440,337.98
7145,Karnataka,BIDAR,Cashewnut Processed,29,4
7146,Karnataka,BIDAR,Cashewnut Raw,29,17
7147,Karnataka,BIDAR,Castor seed,19,14
7148,Karnataka,BIDAR,Citrus Fruit,103,1211
7149,Karnataka,BIDAR,Coconut ,331,3202.96
7150,Karnataka,BIDAR,Coriander,8144,1301
7151,Karnataka,BIDAR,Cotton(lint),23730,27147
7152,Karnataka,BIDAR,Cowpea(Lobia),431,160
7153,Karnataka,BIDAR,Dry chillies,13962,13488
7154,Karnataka,BIDAR,Dry ginger,19132,290607.2
7155,Karnataka,BIDAR,Garlic,1483,2317
7156,Karnataka,BIDAR,Gram,704050,386690
7157,Karnataka,BIDAR,Grapes,92,2712
7158,Karnataka,BIDAR,Groundnut,31485,20499
7159,Karnataka,BIDAR,Horse-gram,780,366
7160,Karnataka,BIDAR,Jowar,1578321,1782803
7161,Karnataka,BIDAR,Linseed,7064,2051
7162,Karnataka,BIDAR,Maize,16537,37803
7163,Karnataka,BIDAR,Mango,875,1088
7164,Karnataka,BIDAR,Mesta,14413,12693
7165,Karnataka,BIDAR,Moong(Green Gram),748933,162259
7166,Karnataka,BIDAR,Niger seed,85880,13279
7167,Karnataka,BIDAR,Onion,9825,95591
7168,Karnataka,BIDAR,Other  Rabi pulses,15166,2536
7169,Karnataka,BIDAR,Other Fresh Fruits,47,139
7170,Karnataka,BIDAR,Other Kharif pulses,15543,8178.6
7171,Karnataka,BIDAR,Paddy,9387,9160
7172,Karnataka,BIDAR,Papaya,154,408
7173,Karnataka,BIDAR,Peas & beans (Pulses),69,506
7174,Karnataka,BIDAR,Pome Fruit,120,706
7175,Karnataka,BIDAR,Potato,1457,18615
7176,Karnataka,BIDAR,Rapeseed &Mustard,551,126
7177,Karnataka,BIDAR,Rice,132707,96707.79
7178,Karnataka,BIDAR,Safflower,179511,214780
7179,Karnataka,BIDAR,Sannhamp,3015,752
7180,Karnataka,BIDAR,Sesamum,125108,57686
7181,Karnataka,BIDAR,Small millets,3973,2512
7182,Karnataka,BIDAR,Soyabean,601502,595157
7183,Karnataka,BIDAR,Sugarcane,434244,29360260
7184,Karnataka,BIDAR,Sunflower,161808,65553
7185,Karnataka,BIDAR,Sweet potato,3,23
7186,Karnataka,BIDAR,Tomato,2757,13764
7187,Karnataka,BIDAR,Turmeric,1805,6822
7188,Karnataka,BIDAR,Urad,896818,227123
7189,Karnataka,BIDAR,Wheat,134316,125573
7190,Karnataka,BIJAPUR,Arhar/Tur,1237792,662483
7191,Karnataka,BIJAPUR,Bajra,1299218,856412
7192,Karnataka,BIJAPUR,Banana,17819,443838
7193,Karnataka,BIJAPUR,Beans & Mutter(Vegetable),4,28
7194,Karnataka,BIJAPUR,Brinjal,1516,9028
7195,Karnataka,BIJAPUR,Castor seed,589,505
7196,Karnataka,BIJAPUR,Citrus Fruit,11068,223080
7197,Karnataka,BIJAPUR,Coconut ,3924,34036.28
7198,Karnataka,BIJAPUR,Coriander,3372,585
7199,Karnataka,BIJAPUR,Cotton(lint),126063,264906
7200,Karnataka,BIJAPUR,Cowpea(Lobia),3637,1011
7201,Karnataka,BIJAPUR,Dry chillies,28599,38677
7202,Karnataka,BIJAPUR,Garlic,6109,12819
7203,Karnataka,BIJAPUR,Gram,1559467,891637
7204,Karnataka,BIJAPUR,Grapes,9321,267339
7205,Karnataka,BIJAPUR,Groundnut,1062802,515416
7206,Karnataka,BIJAPUR,Horse-gram,234876,75385
7207,Karnataka,BIJAPUR,Jowar,4633024,3605853
7208,Karnataka,BIJAPUR,Linseed,71597,23200
7209,Karnataka,BIJAPUR,Maize,755510,2157924
7210,Karnataka,BIJAPUR,Mango,1344,6462
7211,Karnataka,BIJAPUR,Moong(Green Gram),309768,51522
7212,Karnataka,BIJAPUR,Niger seed,9333,1785
7213,Karnataka,BIJAPUR,Onion,196079,1206299
7214,Karnataka,BIJAPUR,Other  Rabi pulses,1945,542
7215,Karnataka,BIJAPUR,Other Fresh Fruits,415,1571
7216,Karnataka,BIJAPUR,Other Kharif pulses,121244,40597.52
7217,Karnataka,BIJAPUR,Paddy,450,952
7218,Karnataka,BIJAPUR,Papaya,67,182
7219,Karnataka,BIJAPUR,Peas & beans (Pulses),136,1102
7220,Karnataka,BIJAPUR,Pome Fruit,233,1859
7221,Karnataka,BIJAPUR,Potato,24,333
7222,Karnataka,BIJAPUR,Rice,2179,3787.11
7223,Karnataka,BIJAPUR,Safflower,129963,60110
7224,Karnataka,BIJAPUR,Sesamum,13715,5875
7225,Karnataka,BIJAPUR,Small millets,2118,890
7226,Karnataka,BIJAPUR,Soyabean,237,222
7227,Karnataka,BIJAPUR,Sugarcane,468142,35981326
7228,Karnataka,BIJAPUR,Sunflower,2585017,853536
7229,Karnataka,BIJAPUR,Sweet potato,565,1870
7230,Karnataka,BIJAPUR,Tomato,10267,41524
7231,Karnataka,BIJAPUR,Turmeric,1256,5493
7232,Karnataka,BIJAPUR,Urad,1486,523
7233,Karnataka,BIJAPUR,Wheat,1025405,859504
7234,Karnataka,CHAMARAJANAGAR,Arcanut (Processed),279,198
7235,Karnataka,CHAMARAJANAGAR,Arecanut,4580,21205
7236,Karnataka,CHAMARAJANAGAR,Arhar/Tur,30407,12206
7237,Karnataka,CHAMARAJANAGAR,Atcanut (Raw),279,979
7238,Karnataka,CHAMARAJANAGAR,Bajra,9479,9051
7239,Karnataka,CHAMARAJANAGAR,Banana,55485,1465208
7240,Karnataka,CHAMARAJANAGAR,Beans & Mutter(Vegetable),610,1091
7241,Karnataka,CHAMARAJANAGAR,Black pepper,200,570.8
7242,Karnataka,CHAMARAJANAGAR,Brinjal,825,6121
7243,Karnataka,CHAMARAJANAGAR,Cardamom,134,1081
7244,Karnataka,CHAMARAJANAGAR,Cashewnut,349,264.43
7245,Karnataka,CHAMARAJANAGAR,Cashewnut Processed,137,12
7246,Karnataka,CHAMARAJANAGAR,Cashewnut Raw,137,47
7247,Karnataka,CHAMARAJANAGAR,Castor seed,11942,9754
7248,Karnataka,CHAMARAJANAGAR,Citrus Fruit,34,554
7249,Karnataka,CHAMARAJANAGAR,Coconut ,166254,1159716.78
7250,Karnataka,CHAMARAJANAGAR,Coriander,4079,1136
7251,Karnataka,CHAMARAJANAGAR,Cotton(lint),123575,143581
7252,Karnataka,CHAMARAJANAGAR,Cowpea(Lobia),17392,4840
7253,Karnataka,CHAMARAJANAGAR,Dry chillies,11780,12010
7254,Karnataka,CHAMARAJANAGAR,Dry ginger,351,7986.6
7255,Karnataka,CHAMARAJANAGAR,Garlic,1247,3342
7256,Karnataka,CHAMARAJANAGAR,Gram,67782,33716
7257,Karnataka,CHAMARAJANAGAR,Grapes,22,645
7258,Karnataka,CHAMARAJANAGAR,Groundnut,258293,208980
7259,Karnataka,CHAMARAJANAGAR,Horse-gram,381408,152710
7260,Karnataka,CHAMARAJANAGAR,Jowar,346032,214748
7261,Karnataka,CHAMARAJANAGAR,Linseed,3,1
7262,Karnataka,CHAMARAJANAGAR,Maize,461858,1311083
7263,Karnataka,CHAMARAJANAGAR,Mango,473,2066
7264,Karnataka,CHAMARAJANAGAR,Moong(Green Gram),36923,11293
7265,Karnataka,CHAMARAJANAGAR,Niger seed,13817,3505
7266,Karnataka,CHAMARAJANAGAR,Onion,44973,435919
7267,Karnataka,CHAMARAJANAGAR,Other  Rabi pulses,28468,5013
7268,Karnataka,CHAMARAJANAGAR,Other Fresh Fruits,223,659
7269,Karnataka,CHAMARAJANAGAR,Other Kharif pulses,68525,39200.85
7270,Karnataka,CHAMARAJANAGAR,Peas & beans (Pulses),2241,17082
7271,Karnataka,CHAMARAJANAGAR,Pome Fruit,86,503
7272,Karnataka,CHAMARAJANAGAR,Potato,2376,17531
7273,Karnataka,CHAMARAJANAGAR,Ragi,339449,449112
7274,Karnataka,CHAMARAJANAGAR,Rapeseed &Mustard,6,2
7275,Karnataka,CHAMARAJANAGAR,Rice,277877,830534.96
7276,Karnataka,CHAMARAJANAGAR,Sannhamp,97,24
7277,Karnataka,CHAMARAJANAGAR,Sesamum,25477,10356
7278,Karnataka,CHAMARAJANAGAR,Small millets,835,393
7279,Karnataka,CHAMARAJANAGAR,Soyabean,35,37
7280,Karnataka,CHAMARAJANAGAR,Sugarcane,145989,14618397
7281,Karnataka,CHAMARAJANAGAR,Sunflower,157013,63942
7282,Karnataka,CHAMARAJANAGAR,Tapioca,17,154
7283,Karnataka,CHAMARAJANAGAR,Tobacco,1807,1265
7284,Karnataka,CHAMARAJANAGAR,Tomato,579,2706
7285,Karnataka,CHAMARAJANAGAR,Turmeric,90554,486098
7286,Karnataka,CHAMARAJANAGAR,Urad,50093,16994
7287,Karnataka,CHAMARAJANAGAR,Wheat,23,32
7288,Karnataka,CHIKBALLAPUR,Arecanut,913,8831
7289,Karnataka,CHIKBALLAPUR,Arhar/Tur,51613,31137
7290,Karnataka,CHIKBALLAPUR,Bajra,891,1045
7291,Karnataka,CHIKBALLAPUR,Banana,10894,218471
7292,Karnataka,CHIKBALLAPUR,Cashewnut,17885,17045.56
7293,Karnataka,CHIKBALLAPUR,Castor seed,2188,1743
7294,Karnataka,CHIKBALLAPUR,Coconut ,14814,130649
7295,Karnataka,CHIKBALLAPUR,Coriander,356,133
7296,Karnataka,CHIKBALLAPUR,Cotton(lint),805,2094
7297,Karnataka,CHIKBALLAPUR,Cowpea(Lobia),6692,4777
7298,Karnataka,CHIKBALLAPUR,Dry chillies,3880,7170
7299,Karnataka,CHIKBALLAPUR,Dry ginger,61,1203.2
7300,Karnataka,CHIKBALLAPUR,Garlic,164,190
7301,Karnataka,CHIKBALLAPUR,Gram,9512,3644
7302,Karnataka,CHIKBALLAPUR,Groundnut,235433,172526
7303,Karnataka,CHIKBALLAPUR,Horse-gram,20688,9092
7304,Karnataka,CHIKBALLAPUR,Jowar,12021,16980
7305,Karnataka,CHIKBALLAPUR,Maize,392545,1108596
7306,Karnataka,CHIKBALLAPUR,Niger seed,2035,630
7307,Karnataka,CHIKBALLAPUR,Onion,7831,49879
7308,Karnataka,CHIKBALLAPUR,Other  Rabi pulses,21,11
7309,Karnataka,CHIKBALLAPUR,Other Kharif pulses,39419,31513
7310,Karnataka,CHIKBALLAPUR,Peas & beans (Pulses),1804,18028
7311,Karnataka,CHIKBALLAPUR,Potato,15938,185777
7312,Karnataka,CHIKBALLAPUR,Ragi,346654,602161
7313,Karnataka,CHIKBALLAPUR,Rapeseed &Mustard,2724,737
7314,Karnataka,CHIKBALLAPUR,Rice,38782,112781
7315,Karnataka,CHIKBALLAPUR,Small millets,352,205
7316,Karnataka,CHIKBALLAPUR,Sugarcane,780,71241
7317,Karnataka,CHIKBALLAPUR,Sunflower,12471,12612
7318,Karnataka,CHIKBALLAPUR,Sweet potato,36,550
7319,Karnataka,CHIKBALLAPUR,Turmeric,18,87
7320,Karnataka,CHIKMAGALUR,Arcanut (Processed),15910,18224
7321,Karnataka,CHIKMAGALUR,Arecanut,310701,1596409
7322,Karnataka,CHIKMAGALUR,Arhar/Tur,12598,6529
7323,Karnataka,CHIKMAGALUR,Atcanut (Raw),15910,96726
7324,Karnataka,CHIKMAGALUR,Bajra,6,6
7325,Karnataka,CHIKMAGALUR,Banana,21216,165428
7326,Karnataka,CHIKMAGALUR,Beans & Mutter(Vegetable),2469,16478
7327,Karnataka,CHIKMAGALUR,Black pepper,52523,168022.4
7328,Karnataka,CHIKMAGALUR,Brinjal,273,1838
7329,Karnataka,CHIKMAGALUR,Cardamom,42064,3044
7330,Karnataka,CHIKMAGALUR,Cashewnut,2103,1571.28
7331,Karnataka,CHIKMAGALUR,Cashewnut Processed,299,34
7332,Karnataka,CHIKMAGALUR,Cashewnut Raw,299,136
7333,Karnataka,CHIKMAGALUR,Castor seed,11404,9875
7334,Karnataka,CHIKMAGALUR,Citrus Fruit,85,679
7335,Karnataka,CHIKMAGALUR,Coconut ,605511,2797448.2
7336,Karnataka,CHIKMAGALUR,Coriander,16198,2467
7337,Karnataka,CHIKMAGALUR,Cotton(lint),27506,35190
7338,Karnataka,CHIKMAGALUR,Cowpea(Lobia),2744,847
7339,Karnataka,CHIKMAGALUR,Dry chillies,51776,39824
7340,Karnataka,CHIKMAGALUR,Dry ginger,8339,138759.1
7341,Karnataka,CHIKMAGALUR,Garlic,34,81
7342,Karnataka,CHIKMAGALUR,Gram,92287,54649
7343,Karnataka,CHIKMAGALUR,Grapes,19,565
7344,Karnataka,CHIKMAGALUR,Groundnut,90593,83006
7345,Karnataka,CHIKMAGALUR,Horse-gram,198138,103058
7346,Karnataka,CHIKMAGALUR,Jowar,185094,153652
7347,Karnataka,CHIKMAGALUR,Linseed,6,2
7348,Karnataka,CHIKMAGALUR,Maize,139005,368302
7349,Karnataka,CHIKMAGALUR,Mango,3493,32569
7350,Karnataka,CHIKMAGALUR,Moong(Green Gram),41519,8284
7351,Karnataka,CHIKMAGALUR,Niger seed,14523,4139
7352,Karnataka,CHIKMAGALUR,Onion,67390,458998
7353,Karnataka,CHIKMAGALUR,Other  Rabi pulses,1882,251
7354,Karnataka,CHIKMAGALUR,Other Fresh Fruits,188,545
7355,Karnataka,CHIKMAGALUR,Other Kharif pulses,70350,34300.35
7356,Karnataka,CHIKMAGALUR,Paddy,51540,187324
7357,Karnataka,CHIKMAGALUR,Peas & beans (Pulses),1166,8544
7358,Karnataka,CHIKMAGALUR,Pome Fruit,31,182
7359,Karnataka,CHIKMAGALUR,Potato,60807,396696
7360,Karnataka,CHIKMAGALUR,Ragi,963402,1378221
7361,Karnataka,CHIKMAGALUR,Rapeseed &Mustard,3169,917
7362,Karnataka,CHIKMAGALUR,Rice,811262,1989591
7363,Karnataka,CHIKMAGALUR,Safflower,1228,899
7364,Karnataka,CHIKMAGALUR,Sesamum,89230,61489
7365,Karnataka,CHIKMAGALUR,Small millets,23759,15716
7366,Karnataka,CHIKMAGALUR,Soyabean,347,352
7367,Karnataka,CHIKMAGALUR,Sugarcane,22142,1830575
7368,Karnataka,CHIKMAGALUR,Sunflower,157912,82303
7369,Karnataka,CHIKMAGALUR,Sweet potato,1201,10310
7370,Karnataka,CHIKMAGALUR,Tapioca,289,3081
7371,Karnataka,CHIKMAGALUR,Tobacco,1028,688
7372,Karnataka,CHIKMAGALUR,Tomato,1557,15681
7373,Karnataka,CHIKMAGALUR,Turmeric,439,2090
7374,Karnataka,CHIKMAGALUR,Urad,11503,2584
7375,Karnataka,CHIKMAGALUR,Wheat,282,208
7376,Karnataka,CHITRADURGA,Arcanut (Processed),13452,12958
7377,Karnataka,CHITRADURGA,Arecanut,223198,1222921
7378,Karnataka,CHITRADURGA,Arhar/Tur,151237,88023
7379,Karnataka,CHITRADURGA,Atcanut (Raw),13452,62965
7380,Karnataka,CHITRADURGA,Bajra,60402,35880
7381,Karnataka,CHITRADURGA,Banana,18789,247818
7382,Karnataka,CHITRADURGA,Beans & Mutter(Vegetable),47,313
7383,Karnataka,CHITRADURGA,Black pepper,56,302
7384,Karnataka,CHITRADURGA,Brinjal,780,4727
7385,Karnataka,CHITRADURGA,Cashewnut,38,27.61
7386,Karnataka,CHITRADURGA,Cashewnut Processed,7,1
7387,Karnataka,CHITRADURGA,Cashewnut Raw,7,4
7388,Karnataka,CHITRADURGA,Castor seed,27641,28388
7389,Karnataka,CHITRADURGA,Citrus Fruit,69,1144
7390,Karnataka,CHITRADURGA,Coconut ,691858,6807006.36
7391,Karnataka,CHITRADURGA,Coriander,4654,944
7392,Karnataka,CHITRADURGA,Cotton(lint),256719,398375
7393,Karnataka,CHITRADURGA,Cowpea(Lobia),4431,2344
7394,Karnataka,CHITRADURGA,Dry chillies,39568,42040
7395,Karnataka,CHITRADURGA,Dry ginger,16,211
7396,Karnataka,CHITRADURGA,Garlic,57,65
7397,Karnataka,CHITRADURGA,Gram,216909,101761
7398,Karnataka,CHITRADURGA,Grapes,25,738
7399,Karnataka,CHITRADURGA,Groundnut,2481197,1690119
7400,Karnataka,CHITRADURGA,Horse-gram,218373,112590
7401,Karnataka,CHITRADURGA,Jowar,552977,488568
7402,Karnataka,CHITRADURGA,Maize,1252239,2788675
7403,Karnataka,CHITRADURGA,Mango,2131,23454
7404,Karnataka,CHITRADURGA,Moong(Green Gram),76484,14019
7405,Karnataka,CHITRADURGA,Niger seed,5895,1795
7406,Karnataka,CHITRADURGA,Onion,260235,1826178
7407,Karnataka,CHITRADURGA,Other  Rabi pulses,1219,446
7408,Karnataka,CHITRADURGA,Other Fresh Fruits,734,5013
7409,Karnataka,CHITRADURGA,Other Kharif pulses,74619,57315.84
7410,Karnataka,CHITRADURGA,Paddy,73038,371938
7411,Karnataka,CHITRADURGA,Papaya,188,464
7412,Karnataka,CHITRADURGA,Peas & beans (Pulses),101,712
7413,Karnataka,CHITRADURGA,Pome Fruit,57,334
7414,Karnataka,CHITRADURGA,Potato,34,226
7415,Karnataka,CHITRADURGA,Ragi,1028705,1319962
7416,Karnataka,CHITRADURGA,Rapeseed &Mustard,3211,730
7417,Karnataka,CHITRADURGA,Rice,213752,583174.57
7418,Karnataka,CHITRADURGA,Safflower,38298,18151
7419,Karnataka,CHITRADURGA,Sesamum,64507,44780
7420,Karnataka,CHITRADURGA,Small millets,133706,58604
7421,Karnataka,CHITRADURGA,Soyabean,22,20
7422,Karnataka,CHITRADURGA,Sugarcane,15909,1507027
7423,Karnataka,CHITRADURGA,Sunflower,614281,296610
7424,Karnataka,CHITRADURGA,Tobacco,5558,3897
7425,Karnataka,CHITRADURGA,Tomato,1520,5221
7426,Karnataka,CHITRADURGA,Turmeric,89,396
7427,Karnataka,CHITRADURGA,Urad,922,260
7428,Karnataka,CHITRADURGA,Wheat,14178,18530
7429,Karnataka,DAKSHIN KANNAD,Arcanut (Processed),27070,48292
7430,Karnataka,DAKSHIN KANNAD,Arecanut,436060,3217953
7431,Karnataka,DAKSHIN KANNAD,Atcanut (Raw),27070,226588
7432,Karnataka,DAKSHIN KANNAD,Banana,44846,355563
7433,Karnataka,DAKSHIN KANNAD,Black pepper,32912,91553.4
7434,Karnataka,DAKSHIN KANNAD,Brinjal,491,2189
7435,Karnataka,DAKSHIN KANNAD,Cardamom,3548,202
7436,Karnataka,DAKSHIN KANNAD,Cashewnut,219260,200501.8
7437,Karnataka,DAKSHIN KANNAD,Cashewnut Processed,29196,4451
7438,Karnataka,DAKSHIN KANNAD,Cashewnut Raw,29196,17747
7439,Karnataka,DAKSHIN KANNAD,Citrus Fruit,13,215
7440,Karnataka,DAKSHIN KANNAD,Coconut ,267156,2668707.08
7441,Karnataka,DAKSHIN KANNAD,Cotton(lint),2,3
7442,Karnataka,DAKSHIN KANNAD,Cowpea(Lobia),2781,969
7443,Karnataka,DAKSHIN KANNAD,Dry chillies,5815,8058
7444,Karnataka,DAKSHIN KANNAD,Dry ginger,5727,89209.4
7445,Karnataka,DAKSHIN KANNAD,Gram,78,37
7446,Karnataka,DAKSHIN KANNAD,Groundnut,2966,4931
7447,Karnataka,DAKSHIN KANNAD,Horse-gram,5798,2617
7448,Karnataka,DAKSHIN KANNAD,Maize,91,227
7449,Karnataka,DAKSHIN KANNAD,Mango,2667,11147
7450,Karnataka,DAKSHIN KANNAD,Moong(Green Gram),12863,3729
7451,Karnataka,DAKSHIN KANNAD,Other  Rabi pulses,3494,650
7452,Karnataka,DAKSHIN KANNAD,Other Fresh Fruits,263,761
7453,Karnataka,DAKSHIN KANNAD,Other Kharif pulses,45,17
7454,Karnataka,DAKSHIN KANNAD,Paddy,138736,403649
7455,Karnataka,DAKSHIN KANNAD,Papaya,86,167
7456,Karnataka,DAKSHIN KANNAD,Pome Fruit,121,710
7457,Karnataka,DAKSHIN KANNAD,Rice,1126337,2602164.55
7458,Karnataka,DAKSHIN KANNAD,Sesamum,7322,3742
7459,Karnataka,DAKSHIN KANNAD,Sugarcane,3829,344531
7460,Karnataka,DAKSHIN KANNAD,Sweet potato,5345,41898
7461,Karnataka,DAKSHIN KANNAD,Tapioca,9670,84325
7462,Karnataka,DAKSHIN KANNAD,Turmeric,1168,5254
7463,Karnataka,DAKSHIN KANNAD,Urad,32509,12301
7464,Karnataka,DAVANGERE,Arcanut (Processed),20922,20154
7465,Karnataka,DAVANGERE,Arecanut,368800,2133558
7466,Karnataka,DAVANGERE,Arhar/Tur,105779,88847
7467,Karnataka,DAVANGERE,Atcanut (Raw),20922,97930
7468,Karnataka,DAVANGERE,Bajra,12706,9694
7469,Karnataka,DAVANGERE,Banana,16613,288770
7470,Karnataka,DAVANGERE,Beans & Mutter(Vegetable),561,3538
7471,Karnataka,DAVANGERE,Black pepper,222,613.5
7472,Karnataka,DAVANGERE,Brinjal,808,6076
7473,Karnataka,DAVANGERE,Cardamom,5,1428
7474,Karnataka,DAVANGERE,Cashewnut,245,188.52
7475,Karnataka,DAVANGERE,Cashewnut Processed,37,5
7476,Karnataka,DAVANGERE,Cashewnut Raw,37,21
7477,Karnataka,DAVANGERE,Castor seed,3743,3323
7478,Karnataka,DAVANGERE,Citrus Fruit,63,1043
7479,Karnataka,DAVANGERE,Coconut ,206927,1824188.52
7480,Karnataka,DAVANGERE,Coriander,748,154
7481,Karnataka,DAVANGERE,Cotton(lint),214510,356719
7482,Karnataka,DAVANGERE,Cowpea(Lobia),7271,3137
7483,Karnataka,DAVANGERE,Dry chillies,35098,38307
7484,Karnataka,DAVANGERE,Dry ginger,77,1177.8
7485,Karnataka,DAVANGERE,Garlic,101,114
7486,Karnataka,DAVANGERE,Gram,39610,14991
7487,Karnataka,DAVANGERE,Grapes,1,30
7488,Karnataka,DAVANGERE,Groundnut,357666,354769
7489,Karnataka,DAVANGERE,Horse-gram,62279,39974
7490,Karnataka,DAVANGERE,Jowar,533693,925245
7491,Karnataka,DAVANGERE,Linseed,29,9
7492,Karnataka,DAVANGERE,Maize,2651441,7496490
7493,Karnataka,DAVANGERE,Mango,1850,13744
7494,Karnataka,DAVANGERE,Mesta,1,1
7495,Karnataka,DAVANGERE,Moong(Green Gram),25717,4918
7496,Karnataka,DAVANGERE,Niger seed,9862,2952
7497,Karnataka,DAVANGERE,Onion,107875,833809
7498,Karnataka,DAVANGERE,Other  Rabi pulses,14837,2758
7499,Karnataka,DAVANGERE,Other Fresh Fruits,275,791
7500,Karnataka,DAVANGERE,Other Kharif pulses,28191,21115.88
7501,Karnataka,DAVANGERE,Papaya,54,133
7502,Karnataka,DAVANGERE,Peas & beans (Pulses),392,2734
7503,Karnataka,DAVANGERE,Pome Fruit,12,73
7504,Karnataka,DAVANGERE,Potato,423,2743
7505,Karnataka,DAVANGERE,Ragi,421713,564691
7506,Karnataka,DAVANGERE,Rapeseed &Mustard,1051,241
7507,Karnataka,DAVANGERE,Rice,1974279,6866490.94
7508,Karnataka,DAVANGERE,Safflower,2160,1394
7509,Karnataka,DAVANGERE,Sannhamp,73,374
7510,Karnataka,DAVANGERE,Sesamum,22612,17292
7511,Karnataka,DAVANGERE,Small millets,17183,7984
7512,Karnataka,DAVANGERE,Soyabean,16,14
7513,Karnataka,DAVANGERE,Sugarcane,136287,14207526
7514,Karnataka,DAVANGERE,Sunflower,230973,134973
7515,Karnataka,DAVANGERE,Sweet potato,18,158
7516,Karnataka,DAVANGERE,Tobacco,17745,11681
7517,Karnataka,DAVANGERE,Tomato,1869,11500
7518,Karnataka,DAVANGERE,Turmeric,356,1621
7519,Karnataka,DAVANGERE,Urad,2519,792
7520,Karnataka,DAVANGERE,Wheat,9279,8443
7521,Karnataka,DHARWAD,Arcanut (Processed),10,14
7522,Karnataka,DHARWAD,Arecanut,413,1473
7523,Karnataka,DHARWAD,Arhar/Tur,58208,29779
7524,Karnataka,DHARWAD,Atcanut (Raw),10,67
7525,Karnataka,DHARWAD,Bajra,1650,612
7526,Karnataka,DHARWAD,Banana,2711,58631
7527,Karnataka,DHARWAD,Black pepper,17,57
7528,Karnataka,DHARWAD,Brinjal,720,3169
7529,Karnataka,DHARWAD,Cashewnut,544,410.26
7530,Karnataka,DHARWAD,Cashewnut Processed,11,0
7531,Karnataka,DHARWAD,Cashewnut Raw,11,2
7532,Karnataka,DHARWAD,Castor seed,84,68
7533,Karnataka,DHARWAD,Citrus Fruit,60,1000
7534,Karnataka,DHARWAD,Coconut ,7253,65580.13
7535,Karnataka,DHARWAD,Coriander,8370,1893
7536,Karnataka,DHARWAD,Cotton(lint),1374488,1648308
7537,Karnataka,DHARWAD,Cowpea(Lobia),3866,1367
7538,Karnataka,DHARWAD,Dry chillies,827136,537654
7539,Karnataka,DHARWAD,Dry ginger,17,160
7540,Karnataka,DHARWAD,Garlic,25008,16702
7541,Karnataka,DHARWAD,Gram,741488,374590
7542,Karnataka,DHARWAD,Groundnut,718397,529588
7543,Karnataka,DHARWAD,Horse-gram,70243,27654
7544,Karnataka,DHARWAD,Jowar,1108118,715230
7545,Karnataka,DHARWAD,Linseed,2459,786
7546,Karnataka,DHARWAD,Maize,625926,1643848
7547,Karnataka,DHARWAD,Mango,5275,11405
7548,Karnataka,DHARWAD,Mesta,184,336
7549,Karnataka,DHARWAD,Moong(Green Gram),492557,119286
7550,Karnataka,DHARWAD,Niger seed,5698,1544
7551,Karnataka,DHARWAD,Onion,530993,1808176
7552,Karnataka,DHARWAD,Other  Rabi pulses,6188,1673
7553,Karnataka,DHARWAD,Other Fresh Fruits,2235,4329
7554,Karnataka,DHARWAD,Other Kharif pulses,16994,6320.4
7555,Karnataka,DHARWAD,Paddy,92138,164344
7556,Karnataka,DHARWAD,Papaya,14,37
7557,Karnataka,DHARWAD,Peas & beans (Pulses),61,473
7558,Karnataka,DHARWAD,Pome Fruit,696,3147
7559,Karnataka,DHARWAD,Potato,28969,180607
7560,Karnataka,DHARWAD,Ragi,7400,5927
7561,Karnataka,DHARWAD,Rapeseed &Mustard,193,751
7562,Karnataka,DHARWAD,Rice,598363,604719.69
7563,Karnataka,DHARWAD,Safflower,150790,113523
7564,Karnataka,DHARWAD,Sannhamp,9,359
7565,Karnataka,DHARWAD,Sesamum,5043,2585
7566,Karnataka,DHARWAD,Small millets,32821,24432
7567,Karnataka,DHARWAD,Soyabean,334416,240601
7568,Karnataka,DHARWAD,Sugarcane,59641,3983152
7569,Karnataka,DHARWAD,Sunflower,122423,50628
7570,Karnataka,DHARWAD,Sweet potato,2,29
7571,Karnataka,DHARWAD,Tobacco,198,100
7572,Karnataka,DHARWAD,Tomato,1208,3486
7573,Karnataka,DHARWAD,Turmeric,7,32
7574,Karnataka,DHARWAD,Urad,18689,5703
7575,Karnataka,DHARWAD,Wheat,758851,464969
7576,Karnataka,GADAG,Arecanut,28,165
7577,Karnataka,GADAG,Arhar/Tur,39122,11597
7578,Karnataka,GADAG,Bajra,34130,22824
7579,Karnataka,GADAG,Banana,2266,42927
7580,Karnataka,GADAG,Beans & Mutter(Vegetable),4,32
7581,Karnataka,GADAG,Brinjal,478,3201
7582,Karnataka,GADAG,Castor seed,1626,1488
7583,Karnataka,GADAG,Citrus Fruit,51,838
